Pinyin,Wade-Giles,Romatzyh,Palladiy
ыоу,ыу,ыоу,цзянь ю
ыоуxи,ыухси,ыоуших,пяо ю
ыоуыонг,ыуыунг,ыоуыеонг,сян ю
ыоудеши,ыудеших,ыеоудешых,ю
ыоули,ыули,ыеоулих,си ю
ыоуxиао,ыухсиао,ыеоушиауо,юн ю
ыубао,ыупао,ыухбауо,дэ ши ю
ыуфанг,ыуфанг,ыухфарнг,ли ю
ыуйи,ыучи,ыухйих,сяо ю
ыуxи,ыухси,ыухшыи,бао юй
ыуан,ыуан,ыуан,фан юй
ыуангонг,ыуанкунг,ыуангонг,цзи юй
ыуануоанг,ыуануоанг,ыуаннуоанк,си юй
ыуе,ыуех,иуе,юань
ыуедуи,ыуехтуи,ыуехдуеы,гун юань
ыуншу,ыуншу,ыунншу,ван юань
зажи,цачих,тзарйых,юэ
заоыи,цаои,тзаоыии,дуй лэ
зао,цао,тзауо,шу юнь
заоченг,цаоченг,тзауочернг,цза чжи
зерен,цейен,тзерренн,и цзао
зенгйиа,ценгчиа,тзенгйиа,цзао
зенгжанг,ценгчанг,тзенгяанг,чэн цзао
жанкаи,чанкаи,яанкаи,жэнь цзэ
жанг,чанг,янг,цзя цзэн
жао,чао,яуо,чан цзэн
же,че,йее,кай чжань
женши,ченших,йеншыр,чжан
женг,ченг,йенг,чжао
женгку,ченгчу,йенгчеу,чжэ
женг,ченг,йеенг,ши чжэнь
женгге,ченгко,йеенггех,чжэн
женгли,ченгли,йеенглии,цюй чжэн
женгки,ченгчи,йеенгчыи,чжэн
женгти,ченгти,йеенгтии,гэ чжэн
женгтиан,ченгтиен,йеенгтиан,ли чжэн
женгженг,ченгченг,йеенгйеенг,ци чжэн
женг,ченг,йенк,ти чжэн
женгши,ченгших,йенкшых,тянь чжэн
женг,ченг,йенк,чжэн чжэн
женгйиан,ченгчиен,йенкйианн,чжэн
женгю,ченгчу,йенкйиух,ши чжэн
женгминг,ченгминг,йенкминг,чжэн
жи,чих,йы,цзянь чжэн
жичи,чихчих,йычыр,цзюй чжэн
жифу,чихфу,йыфух,мин чжэн
жи,чих,йы,чжи
жи,чих,йыр,чи чжи
жибо,чихпо,йырбо,фу чжи
жидао,чихтао,йырдауо,чжи
жи,чих,йыр,чжи
жиде,чихде,йырде,бо чжи
жигонг,чихкунг,йыргонг,дао чжи
жиые,чихыех,йырыех,чжи
жихао,чиххао,йыыхао,дэ чжи
жиши,чихших,йыышых,гун чжи
жиыоу,чихыу,йыыыеоу,е чжи
жи,чих,йыы,хао чжи
жичу,чихчу,йыычу,ши чжи
жидао,чихтао,йыыдао,ю чжи
жийин,чихчин,йыхйин,чжи
жишао,чихшао,йыхшао,чу чжи
жиыуан,чихыуан,йыхыуанн,дао чжи
жиыуанже,чихыуанче,йыхыуаннйее,цзинь чжи
жидинг,чихтинг,йыхдинк,шао чжи
жиду,чихту,йыхдух,юань чжи
жизао,чихцао,йыхтзауо,юань чжэ чжи
жизуо,чихцо,йыхтзуох,дин чжи
жонгбу,чунгпу,йонгбух,ду чжи
жонгхуаминзу,чунгхуаминцу,йонгхуоаминтзуоу,цзао чжи
жонгыу,чунгыу,йонгыу,цзо чжи
жонг,чунг,йонг,бу чжун
жонг,чунг,йоонг,хуа минь цзу чжун
жонгзи,чунгзи,йоонгзи,юй чжун
жонгда,чунгта,йонкдах,чжун
жоууоеи,чоууоеи,йоууоеи,чжун
жу,чу,ю,цзы чжун
жучи,чучих,юучыр,да чжун
жудонг,чутунг,юудонк,вэй чжоу
журен,чуйен,юуренн,чжу
жуыи,чуыи,юуыи,чи чжу
жужанг,чучанг,юуянг,дун чжу
жуыи,чуи,юхыих,жэнь чжу
жу,чу,юх,и чжу
жуа,чуа,юа,чжан чжу
жуажу,чуачу,юаюх,и чжу
жуанйиа,чуанчиа,юанйиа,чжу
жуанмен,чуанмен,юанмен,чжуа
жуанти,чуанти,юантыи,чжу чжуа
жуаные,чуаныех,юаныех,цзя чжуань
жуан,чуан,юанн,мэнь чжуань
жуанбиан,чуанпиен,йоанбианн,ти чжуань
жуангкуанг,чуангкуанг,юанккуанк,е чжуань
жуангтаи,чуангтаи,юанктаы,чжуань
жун,чун,йоен,бянь чжуань
зиге,тзуко,тзыгер,куан чжуан
зийин,тзучин,тзыйин,тай чжуан
зицонг,тзуцунг,тзыхцорнг,чжунь
зидонг,тзутунг,тзыхдонк,гэ цзы
зиюе,тзучуех,тзыхйыуе,цзинь цзы
зиран,тзуян,тзыхран,цун цзы
зишен,тзушен,тзыхшен,дун цзы
зижу,тзучу,тзыхюу,цзюэ цзы
зонг,цунг,тзоонг,жань цзы
зонгйие,цунгчиех,тзоонгйые,шэнь цзы
зонгши,цунгших,тзоонгшых,цзы чжу
зугоу,цукоу,тзуоугоуо,цзун
зукиу,цучиу,тзуоучыоу,цзе цзун
зухе,цухо,тзуухер,ши цзун
зуоыоу,цоыу,тзуооыоуо,гоу цзу
зуопин,цопин,тзуохпиин,цю цзу
зуоже,цоче,тзуохйее,хэ цзу
аыи,аи,аыи,ю цзо
аи,аи,ае,пинь цзо
аиxиао,аихсиао,аешеау,цзо чжэ
аигуо,аикуо,аыгуоо,а и
аиху,аиху,аыхух,ай
ан,ан,ан,ай сяо
анжи,анчих,анйых,ай го
анши,анших,анншыр,ай ху
ан,ан,анн,ань
анши,анших,анншых,ань чжи
баши,паших,башых,ань ши
баихуо,паихуо,баехуох,ань
баи,паи,бае,ань ши
баидонг,паитунг,баедонк,ба ши
баитуо,паито,баетуо,бай хо
баи,паи,баы,бай
банши,панших,банншых,бай дун
баогуо,паокуо,баугуоо,бай то
баохан,паохан,баухарн,бай
баокуо,паокуо,баукуох,бань ши
бао,пао,бао,бао го
баобао,паобао,баобао,бао хань
баобеи,паопеи,баобеы,бао ко
баогуи,паокуеи,баогуеы,бао
баоши,паоших,баошыр,бао бао
баоми,паоми,баомих,бао бэй
баошоу,паошоу,баошооу,бао гуй
бао,пао,бауо,бао ши
беийинг,пеичинг,беыйиинг,бао ми
беи,пеи,беы,бао шоу
беипо,пеипо,беыпох,бао
бенке,пенко,беенке,бэй цзин
бен,пен,бенн,бэй
бифен,пифен,биифен,бэй по
биые,пиыех,бихыех,бэнь кэ
биыешенг,пиыехшенг,бихыехшенг,бэнь
би,пи,бих,би фэнь
бимиан,пимиен,бихмеан,би е
биан,пиен,биан,би шэн е
бианлун,пиенлун,бианнлуенн,би
биаожи,пиаочих,биауйых,би мянь
биаокинг,пиаочинг,беаучынг,бянь
биаоыанг,пиаоыанг,беауыанг,бянь лунь
бие,пиех,бые,бяо чжи
бинг,пинг,бинг,бяо цин
бингxианг,пингхсианг,бингшианг,бяо ян
бингxуе,пингхсуех,бингшеуе,бе
бинг,пинг,бинг,бин
бинг,пинг,бинк,бин сян
бугуан,пукуан,бухгоан,бин сюэ
буран,пуян,бухран,бин
бужи,пучих,бухйых,бин
буxинг,пухсинг,бухшынг,бу гуань
ца,ца,ца,бу жань
цаи,цаи,цаир,бу чжи
цаилиао,цаилиао,цаирлиауо,бу син
цаичан,цаичан,цаирчаан,ца
цаифу,цаифу,цаирфух,цай
цаифанг,цаифанг,цаефаанг,цай ляо
цанкао,цанкао,цанкао,цай чань
цаныу,цаныу,цаныух,цай фу
цаочанг,цаочанг,цаучаанг,цай фан
цаозуо,цаоцо,цаутзуох,цань као
це,це,цех,цань юй
целианг,целианг,цехлианг,цао чан
цеши,цеших,цехшых,цао цзо
ценг,ценг,цернг,цэ
чаые,чаыех,чарыех,цэ лян
чанпин,чанпин,чаанпиин,цэ ши
чангту,чангту,чарнгтуоу,цэн
чангши,чангших,чарнгшыр,ча е
чангпиан,чангпиен,чанкпианн,чань пинь
чао,чао,чау,чан ту
чаоxие,чаохсиех,чаушиее,чан ши
чао,чао,чаур,чан пянь
чаолиу,чаолиу,чаурлиоу,чао
чаоши,чаоших,чауршы,чао се
чеди,чети,чехдии,чао
чен,чен,черн,чао лю
ченмо,ченмо,чернмох,чао ши
ченжонг,ченчунг,чернйонк,чэ ди
ченгзан,ченгцан,ченгтзанн,чэнь
ченгрен,ченгйен,чернгрен,чэнь мо
ченгши,ченгших,чернгшыр,чэнь чжун
ченгxин,ченгхсин,чернгшинн,чэн цзань
ченгдан,ченгтан,чернгдан,чэн жэнь
ченгрен,ченгйен,чернгренн,чэн ши
ченгшоу,ченгшоу,чернгшоуо,чэн синь
ченгxу,ченгхсу,чернгшиух,чэн дань
чийинг,чихчинг,чыйинг,чэн жэнь
чидао,чихтао,чырдауо,чэн шоу
чизи,чихзи,чыызи,чэн сюй
чонг,чунг,чонг,чи лян
чонгдиан,чунгтиен,чонгдианн,чи дао
чонгдианки,чунгтиенчи,чонгдианнчих,чи цзы
чонгфен,чунгфен,чонгфенн,чун
чонгзи,чунгзи,чорнгзи,чун дянь
чоу,чоу,чоу,чун дянь ци
чоуйианг,чоучианг,чоуйеанг,чун фэнь
чоуыан,чоуыан,чоуиан,чун цзы
чукоу,чукоу,чукооу,чоу
чусе,чусе,чусех,чоу цзян
чушоу,чушоу,чушоуо,чоу янь
чуxи,чухси,чушыи,чу коу
чуыу,чуыу,чууыу,чу сэ
чу,чу,чуу,чу шоу
чуантонг,чуантунг,чуоантоонг,чу си
чуангху,чуангху,чуангху,чу юй
чуангтаи,чуангтаи,чуангтаир,чу
чуангзи,чуангзи,чуангзи,чуань тун
чунйи,чунчи,чуенйих,чуан ху
чун,чун,чуоен,чуан тай
чунйингшуи,чунчингшуи,чуоенйинкшоеи,чуан цзы
цихуи,тзухуи,цырхуеы,чунь цзи
ци,тзу,цыы,чунь
циуоаи,тзууоаи,цыыуоаы,чунь цзин шуй
